"index","id","earnings","occ","ability","age","region","female","education","exp"
"4775",4775,4622.5,38,72,48,3,1,7,39
"4776",4776,2781,9,59,34,3,1,8,22
"4777",4777,3772,43,26,48,4,1,2,45
"4778",4778,3237,11,76,45,4,1,9,33
"4779",4779,3384,33,29,42,3,1,4,36
"4780",4780,2476,13,23,37,3,1,3,28
"4781",4781,4354,35,45,36,3,0,7,23
"4782",4782,3251,25,58,39,2,0,7,26
"4783",4783,3843.5,22,64,39,2,1,10,28
"4784",4784,4721,42,42,46,4,0,7,34
"4785",4785,3949.5,33,36,41,2,1,6,34
"4786",4786,4886,44,75,45,2,1,10,31
"4787",4787,3498.5,20,76,40,4,1,10,26
"4788",4788,4142,36,31,38,3,0,4,31
"4789",4789,4858,34,72,46,2,0,9,34
"4790",4790,3613.5,19,95,35,3,1,15,13
"4791",4791,4273,47,63,36,4,1,6,23
"4792",4792,2957,9,62,30,3,0,6,17
"4793",4793,4097.5,29,55,41,4,1,5,30
"4794",4794,2845.5,22,23,35,4,1,3,28
"4795",4795,4323,43,37,40,2,1,4,31
"4796",4796,3886,21,53,42,4,1,8,29
"4797",4797,4338,43,62,36,1,0,9,25
"4798",4798,4122.5,42,42,30,3,0,6,18
"4799",4799,4416,48,70,35,3,1,7,24
"4800",4800,4736,27,95,40,4,1,11,23
"4801",4801,3065,15,70,46,1,0,7,33
"4802",4802,5399.5,48,66,40,2,1,8,30
"4803",4803,4005.5,48,26,49,2,1,3,44
"4804",4804,4193,49,38,34,4,0,4,24
"4805",4805,4685,46,95,32,4,0,11,16
"4806",4806,2565.5,16,35,40,4,1,5,30
"4807",4807,4112,29,87,30,4,1,10,15
"4808",4808,5583,50,72,45,2,0,11,32
"4809",4809,4364,18,90,43,1,0,15,23
"4810",4810,5386.5,49,56,38,2,0,9,23
"4811",4811,2736,14,54,48,2,0,8,38
"4812",4812,3586,28,23,42,4,0,3,32
"4813",4813,4112,34,81,30,3,1,11,14
"4814",4814,5081,45,77,35,2,1,12,19
"4815",4815,4167,43,48,49,3,0,6,37
"4816",4816,4477,47,24,30,3,1,2,24
"4817",4817,4288.5,35,52,32,1,0,8,18
"4818",4818,4076.5,44,49,44,1,1,6,37
"4819",4819,3074.5,16,25,41,1,0,3,36
"4820",4820,5854.5,51,86,38,1,1,10,21
"4821",4821,3600.5,5,73,43,1,1,13,23
"4822",4822,3061,23,52,32,1,1,6,24
"4823",4823,3384,20,56,32,4,1,8,23
"4824",4824,4313,46,58,33,3,1,7,20
"4825",4825,2885,12,43,40,3,1,5,28
"4826",4826,2942.5,17,42,40,3,1,7,27
"4827",4827,2812,9,42,44,2,1,7,33
"4828",4828,4703,45,70,44,1,1,7,36
"4829",4829,3485,10,95,38,3,0,11,21
"4830",4830,4513,44,70,34,4,0,8,24
"4831",4831,3802,37,26,43,3,0,3,37
"4832",4832,3051.5,24,46,33,2,1,5,24
"4833",4833,2394,15,20,47,2,1,3,41
"4834",4834,4570.5,41,63,33,4,1,7,24
"4835",4835,4630.5,48,57,37,2,1,8,22
"4836",4836,3144,13,48,30,2,1,5,19
"4837",4837,3227,10,64,47,1,0,6,39
"4838",4838,3258.5,6,65,33,3,0,10,22
"4839",4839,4370.5,46,75,30,2,1,10,14
"4840",4840,4113,41,60,47,2,0,9,36
"4841",4841,4175.5,39,55,38,1,0,9,24
"4842",4842,2451,18,41,30,1,0,4,23
"4843",4843,3635.5,26,32,42,2,0,4,37
"4844",4844,2994.5,8,79,49,1,1,9,39
"4845",4845,4629.5,39,44,48,2,1,7,40
"4846",4846,3898.5,10,82,47,2,0,12,31
"4847",4847,4744.5,43,88,34,2,1,12,18
"4848",4848,4249.5,31,81,40,4,1,9,24
"4849",4849,2264,10,21,34,4,0,3,26
"4850",4850,4453,43,39,35,3,1,4,30
"4851",4851,3667.5,26,28,45,3,0,4,40
"4852",4852,4281,48,24,48,2,0,3,40
"4853",4853,4600.5,35,88,42,1,1,14,25
"4854",4854,4906.5,41,88,31,4,0,13,15
"4855",4855,4467.5,46,22,44,4,0,2,41
"4856",4856,2803.5,28,22,32,4,1,3,24
"4857",4857,3778,30,28,33,4,0,2,24
"4858",4858,3362.5,43,20,30,4,0,3,23
"4859",4859,3081.5,27,32,44,3,1,3,35
"4860",4860,4858,47,66,45,3,0,10,33
"4861",4861,3264,6,69,31,3,0,10,17
"4862",4862,5687,51,89,33,3,1,12,18
"4863",4863,3281.5,23,39,35,1,0,4,26
"4864",4864,3466.5,13,71,38,3,1,8,25
"4865",4865,4772.5,34,87,47,3,1,11,29
"4866",4866,4386,49,45,44,1,0,5,35
"4867",4867,2792.5,17,25,39,3,0,2,36
"4868",4868,3221,14,56,35,2,1,8,25
"4869",4869,3833.5,33,42,47,2,0,4,37
"4870",4870,3755.5,16,90,35,1,1,12,17
"4871",4871,3398.5,16,44,39,4,0,7,25
"4872",4872,3798,37,46,40,2,0,5,30
"4873",4873,3651,34,55,47,2,1,8,37
"4874",4874,2928,21,31,31,3,0,3,23
"4875",4875,4025,49,28,36,2,0,4,30
"4876",4876,3171.5,6,53,41,3,1,9,29
"4877",4877,4821,43,69,37,1,0,8,23
"4878",4878,3408,11,91,31,3,0,15,15
"4879",4879,4013,29,67,44,3,1,11,30
"4880",4880,2495.5,3,33,42,4,0,4,35
"4881",4881,3182,16,38,36,2,0,5,28
"4882",4882,4838,50,72,47,3,1,10,34
"4883",4883,5043,34,86,37,1,0,12,23
"4884",4884,4567.5,40,67,39,1,0,11,24
"4885",4885,3546.5,35,32,46,2,0,3,41
"4886",4886,3944.5,18,95,35,4,1,15,16
"4887",4887,5697.5,45,85,49,4,0,10,35
"4888",4888,5647.5,44,84,49,1,0,12,36
"4889",4889,5721,49,79,38,2,1,14,21
"4890",4890,4625,37,62,39,4,1,9,23
"4891",4891,3259.5,25,27,46,3,1,4,39
"4892",4892,3577,19,61,48,3,1,7,40
"4893",4893,3471,17,81,40,1,0,10,23
"4894",4894,2879,12,33,44,3,1,5,34
"4895",4895,3216.5,16,61,39,1,0,6,26
"4896",4896,5162,37,97,36,3,1,15,14
"4897",4897,3338,11,68,37,1,1,8,26
"4898",4898,3234,14,77,46,4,0,9,32
"4899",4899,2858.5,11,59,44,4,1,6,32
"4900",4900,5771.5,50,86,37,1,1,12,21
"4901",4901,5119.5,49,49,31,4,0,7,19
"4902",4902,3201.5,8,93,48,1,0,12,34
"4903",4903,4247,34,49,47,4,1,6,39
"4904",4904,3055,12,81,39,3,0,13,25
"4905",4905,2858.5,19,36,38,2,0,6,25
"4906",4906,4364.5,27,94,31,2,0,15,11
"4907",4907,2974,31,27,37,1,0,4,27
"4908",4908,4364,37,86,36,3,0,13,19
"4909",4909,4147,29,44,49,4,0,7,36
"4910",4910,5315,49,71,31,4,1,7,21
"4911",4911,3137.5,2,68,40,2,0,10,27
"4912",4912,3899.5,9,83,45,1,0,14,26
"4913",4913,5443,45,85,44,4,0,15,28
"4914",4914,5389.5,46,86,32,4,1,8,18
"4915",4915,4804.5,48,57,33,1,1,6,25
"4916",4916,2795,18,48,32,3,0,4,25
"4917",4917,3438,14,85,32,3,1,12,14
"4918",4918,3926.5,30,87,31,1,0,10,20
"4919",4919,2396,20,21,30,2,0,3,26
"4920",4920,5170.5,43,97,41,4,1,11,26
"4921",4921,3018.5,24,42,41,4,0,7,27
"4922",4922,2479.5,22,21,47,4,1,2,44
"4923",4923,4632.5,34,95,32,1,1,12,15
"4924",4924,4231,33,62,36,2,1,10,21
"4925",4925,4313.5,44,55,35,2,0,6,25
"4926",4926,2388.5,5,68,39,3,0,9,24
"4927",4927,4999,43,65,41,4,0,7,32
"4928",4928,2917.5,7,63,40,2,1,8,26
"4929",4929,5177,49,89,48,1,1,13,30
"4930",4930,2330.5,8,51,32,3,0,5,24
"4931",4931,2641,17,29,47,3,1,4,42
"4932",4932,4979.5,35,88,48,3,0,11,36
"4933",4933,1742.5,2,28,44,4,1,4,38
"4934",4934,4339,36,72,37,1,0,12,21
"4935",4935,2253.5,13,35,30,3,1,3,23
"4936",4936,3778.5,11,85,48,1,0,14,32
"4937",4937,3549,16,64,31,2,1,7,21
"4938",4938,4162,45,47,37,1,1,6,30
"4939",4939,3798,33,36,40,3,0,5,33
"4940",4940,3850.5,27,75,46,4,1,13,32
"4941",4941,3388.5,14,42,48,1,1,5,37
"4942",4942,3201.5,33,23,32,3,0,2,26
"4943",4943,4314.5,28,62,40,3,0,11,28
"4944",4944,2607,11,59,36,1,0,6,25
"4945",4945,3690.5,33,27,30,2,0,2,25
"4946",4946,2939,13,51,35,3,0,7,25
"4947",4947,3172,17,84,33,1,0,10,17
"4948",4948,4738.5,43,57,36,2,0,10,25
"4949",4949,3663,21,95,30,4,0,10,18
"4950",4950,3306,21,50,31,3,1,7,20
"4951",4951,2917.5,18,47,37,1,1,7,25
"4952",4952,3910,38,20,34,4,0,3,28
"4953",4953,4373,39,72,32,3,0,8,21
"4954",4954,4231,34,85,36,2,0,14,20
"4955",4955,5067,51,49,41,3,0,7,33
"4956",4956,4716,37,85,40,3,1,10,26
"4957",4957,4345.5,39,73,30,2,1,7,18
"4958",4958,4736.5,31,77,43,4,1,7,30
"4959",4959,4519.5,40,83,46,1,0,8,36
"4960",4960,3268,15,66,35,2,1,8,25
"4961",4961,4768,50,65,34,4,1,7,25
"4962",4962,1959.5,3,25,30,1,1,3,23
"4963",4963,4230,50,21,40,1,0,2,35
"4964",4964,4898.5,41,89,30,1,1,13,15
"4965",4965,3328.5,24,57,33,1,1,5,23
"4966",4966,3372,8,72,41,4,0,7,30
"4967",4967,2795,19,25,48,2,1,2,39
"4968",4968,3757,16,59,38,4,0,9,24
"4969",4969,5206.5,40,84,47,2,0,13,33
"4970",4970,4611,49,54,48,4,0,7,38
"4971",4971,5363,47,78,39,2,0,13,24
"4972",4972,3569.5,5,95,49,1,0,12,36
"4973",4973,4088,24,61,39,3,1,6,28
"4974",4974,3566.5,11,99,43,4,1,11,26
"4975",4975,2701.5,5,52,34,1,1,7,21
"4976",4976,2195,6,30,39,4,1,3,33
"4977",4977,4786,48,37,42,4,1,5,31
"4978",4978,5193,51,78,32,2,0,8,22
"4979",4979,3336,32,20,41,3,1,2,38
"4980",4980,2122.5,13,32,42,2,0,4,37
"4981",4981,3860.5,24,70,39,4,1,11,26
"4982",4982,2458.5,8,30,37,1,1,3,31
"4983",4983,3212,30,39,48,1,1,4,40
"4984",4984,2788.5,28,21,35,4,0,2,29
"4985",4985,4425,46,40,32,1,1,5,20
"4986",4986,4231.5,25,68,45,3,0,9,34
"4987",4987,2140,2,24,38,1,0,2,33
"4988",4988,3099,8,84,35,2,0,12,16
"4989",4989,4842.5,43,57,42,2,1,7,30
"4990",4990,2906,4,80,47,4,1,8,35
"4991",4991,4599.5,17,94,49,3,0,16,30
"4992",4992,3299.5,24,42,37,3,0,4,32
"4993",4993,4188,33,46,47,2,1,7,39
"4994",4994,5278,38,78,46,2,0,12,32
"4995",4995,3986.5,37,76,32,1,1,8,21
"4996",4996,3147,22,45,47,2,1,6,37
"4997",4997,3736,24,39,49,3,1,6,36
"4998",4998,2680,5,49,34,4,0,7,20
"4999",4999,2911,3,87,42,1,0,12,29
"5000",5000,2915.5,23,36,39,2,0,4,29
"5001",5001,2091,7,43,31,4,1,4,21
"5002",5002,3208,6,83,44,1,1,14,26
"5003",5003,3129.5,11,61,49,4,1,7,38
"5004",5004,2912,7,44,41,3,1,5,32
"5005",5005,4613.5,38,64,45,3,0,8,36
"5006",5006,1989,7,28,42,1,1,4,32
"5007",5007,2574,17,21,30,1,1,3,24
"5008",5008,3622.5,17,44,47,4,0,7,35
"5009",5009,3478.5,16,89,45,3,1,10,31
"5010",5010,2822,9,30,49,1,0,5,41
"5011",5011,3519,12,65,36,3,0,11,21
"5012",5012,4413.5,45,65,45,2,0,7,37
"5013",5013,4187,48,38,39,2,0,5,30
"5014",5014,5259,38,98,33,3,0,10,17
"5015",5015,4015.5,9,89,41,4,1,14,24
"5016",5016,2275,19,22,45,2,0,2,42
"5017",5017,5422.5,44,98,44,2,1,12,26
"5018",5018,3384.5,10,90,38,4,1,10,22
"5019",5019,3800.5,15,91,48,4,1,16,26
"5020",5020,4404,22,89,46,4,1,15,27
"5021",5021,4227.5,19,85,39,4,0,9,29
"5022",5022,4244,34,74,39,4,1,9,25
"5023",5023,4344,26,79,45,1,1,11,28
"5024",5024,4307.5,35,55,37,2,1,8,24
"5025",5025,3337,6,77,46,1,1,12,28
"5026",5026,3674.5,30,59,43,3,1,6,35
"5027",5027,3708,17,92,44,4,0,13,28
"5028",5028,3239.5,2,73,47,3,0,8,32
"5029",5029,4353,37,71,40,3,0,10,29
"5030",5030,2362,15,29,48,2,0,4,40
"5031",5031,4460,40,37,47,2,1,6,35
"5032",5032,3996.5,17,93,43,1,1,16,21
"5033",5033,4041,26,79,34,3,0,8,25
"5034",5034,4009.5,23,87,44,2,0,15,25
"5035",5035,4672.5,50,57,37,1,1,6,29
"5036",5036,2360.5,4,39,45,1,1,6,33
"5037",5037,3797.5,35,32,30,4,1,4,20
"5038",5038,3564.5,22,50,30,1,1,6,21
"5039",5039,3472.5,10,85,30,2,0,9,19
"5040",5040,2046.5,2,44,38,1,1,6,25
"5041",5041,2522,21,26,39,3,0,4,31
"5042",5042,5289.5,49,83,48,4,1,12,30
"5043",5043,2642.5,4,93,30,1,0,10,16
"5044",5044,4181.5,41,65,42,2,0,10,31
"5045",5045,6046,52,97,36,3,1,11,18
"5046",5046,2254,6,23,37,1,1,3,32
"5047",5047,4402.5,22,75,49,2,0,10,33
"5048",5048,4018.5,37,21,49,2,0,3,41
"5049",5049,3032.5,24,48,39,4,0,7,27
"5050",5050,5298.5,33,99,44,4,0,17,25
"5051",5051,2615,10,52,49,4,1,7,39
"5052",5052,4074,39,33,30,4,0,4,24
"5053",5053,3875.5,15,91,42,4,1,14,26
"5054",5054,3302.5,8,67,37,2,0,9,25
"5055",5055,3061.5,17,24,49,1,0,3,44
"5056",5056,3978.5,32,69,30,4,1,8,16
"5057",5057,3968.5,27,61,48,4,0,6,39
"5058",5058,2329.5,18,34,30,3,0,5,24
"5059",5059,2683,6,60,44,4,0,6,36
"5060",5060,3151.5,14,66,32,1,1,9,19
"5061",5061,4577,36,94,32,1,1,11,14
"5062",5062,3733.5,38,34,45,3,0,4,34
"5063",5063,1974,7,40,43,3,0,5,37
"5064",5064,3707,27,62,33,3,0,7,19
"5065",5065,4057.5,29,93,38,3,1,15,21
"5066",5066,4522.5,45,33,32,4,0,4,23
"5067",5067,3754.5,24,99,42,2,1,10,30
"5068",5068,2772,10,63,43,3,0,6,31
"5069",5069,2082.5,9,42,35,4,0,6,27
"5070",5070,3906.5,21,88,36,1,1,8,21
"5071",5071,3084,20,65,32,4,1,10,17
"5072",5072,3583.5,17,79,33,2,1,10,16
"5073",5073,4068.5,19,93,41,4,1,11,24
"5074",5074,4687.5,38,86,46,3,0,12,30
"5075",5075,4349,41,57,46,1,0,6,37
"5076",5076,2129,2,57,40,3,1,8,28
"5077",5077,3590,36,37,42,4,0,5,30
"5078",5078,3663,15,70,49,4,1,9,33
"5079",5079,3791.5,26,71,37,1,1,12,19
"5080",5080,3346.5,28,57,38,2,0,8,27
"5081",5081,3887.5,43,38,31,2,1,4,26
"5082",5082,2865.5,28,24,45,2,1,4,36
"5083",5083,4100,46,49,34,3,1,8,22
"5084",5084,4435,25,77,46,2,1,11,29
"5085",5085,4014.5,18,87,31,4,0,11,15
"5086",5086,4080,17,96,49,3,1,16,32
"5087",5087,3600,12,73,34,2,0,7,20
"5088",5088,3525.5,18,56,45,3,0,8,34
"5089",5089,2986.5,27,33,41,3,1,5,29
"5090",5090,4229,24,96,41,4,0,10,24
"5091",5091,3610.5,6,75,48,4,1,11,36
"5092",5092,3225,23,37,34,2,1,4,27
"5093",5093,3417.5,25,47,31,2,0,8,19
"5094",5094,4944,38,92,46,3,0,9,33
"5095",5095,3487.5,15,68,42,2,1,9,26
"5096",5096,4286,39,68,32,4,0,7,22
"5097",5097,3762,42,43,31,1,0,7,21
"5098",5098,2582,17,50,33,1,0,7,23
"5099",5099,5363,50,72,42,4,1,7,33
"5100",5100,3739,26,80,33,2,0,12,18
"5101",5101,2455.5,19,29,33,2,0,3,23
"5102",5102,4245,27,90,35,3,0,13,15
"5103",5103,2759.5,2,48,45,3,0,5,34
"5104",5104,2731.5,27,24,40,2,1,3,34
"5105",5105,4181.5,23,90,38,4,0,12,25
"5106",5106,4109.5,37,55,46,3,0,7,36
"5107",5107,2756,14,40,45,1,1,4,34
"5108",5108,4422.5,30,86,38,3,0,10,26
"5109",5109,3278.5,23,63,32,1,1,8,19
"5110",5110,3518.5,18,76,42,2,1,11,28
"5111",5111,3173.5,5,86,33,1,0,14,12
"5112",5112,4179,40,31,45,2,0,4,38
"5113",5113,5396.5,47,61,45,1,1,10,29
"5114",5114,2488,11,35,32,3,1,4,22
"5115",5115,3817.5,27,83,41,3,0,13,22
"5116",5116,4374,21,88,33,4,1,14,13
"5117",5117,2598.5,7,30,31,4,0,3,25
"5118",5118,3372.5,10,91,31,4,1,14,16
"5119",5119,4730,47,77,41,2,1,9,27
"5120",5120,4511.5,38,96,30,1,0,16,8
"5121",5121,4812,35,72,43,3,1,10,28
"5122",5122,3862.5,21,80,35,1,1,12,19
"5123",5123,4609.5,33,98,39,2,0,17,15
"5124",5124,2131,8,48,36,2,1,5,29
"5125",5125,4121.5,45,46,38,2,0,4,31
"5126",5126,4589,42,76,48,2,0,11,30
"5127",5127,3558.5,12,89,41,4,0,12,23
"5128",5128,4882.5,49,34,46,4,1,4,40
"5129",5129,4653,36,70,48,1,0,11,33
"5130",5130,2982.5,10,58,38,1,1,9,25
"5131",5131,3892.5,11,84,39,4,1,11,24
"5132",5132,2596,9,67,30,3,1,7,22
"5133",5133,3063.5,23,20,32,4,1,2,26
"5134",5134,3191,17,67,43,2,1,10,27
"5135",5135,4133.5,42,68,33,3,0,8,24
"5136",5136,4123,24,85,46,2,0,11,30
"5137",5137,2596,7,60,38,1,0,10,23
"5138",5138,4736.5,32,75,46,2,1,10,34
"5139",5139,4426,26,84,33,1,0,12,19
"5140",5140,3446,30,36,47,3,0,3,39
"5141",5141,3425.5,28,60,34,2,0,8,23
"5142",5142,3264,29,20,47,2,0,2,38
"5143",5143,2539.5,13,40,38,1,1,4,27
"5144",5144,5318,45,88,36,3,1,9,22
"5145",5145,2960,16,59,32,4,0,9,16
"5146",5146,3137.5,10,77,30,2,1,13,10
"5147",5147,5334,44,88,36,1,1,10,20
"5148",5148,2649.5,5,83,48,1,0,10,36
"5149",5149,3274,15,82,31,4,1,12,13
"5150",5150,3260,26,57,33,1,1,8,18
"5151",5151,4391.5,45,34,40,4,0,5,29
"5152",5152,5592.5,41,92,49,3,0,14,28
"5153",5153,5099.5,38,98,38,3,0,14,20
"5154",5154,3739,3,97,47,1,1,10,30
"5155",5155,2383,11,39,37,4,1,4,31
"5156",5156,4089,32,56,47,3,1,9,34
"5157",5157,3343,24,26,30,2,1,2,25
"5158",5158,5600,51,72,38,4,0,7,24
"5159",5159,4432,29,80,31,4,1,8,19
"5160",5160,4018.5,47,39,36,2,1,6,26
"5161",5161,3328.5,35,37,41,4,0,4,33
"5162",5162,3455,33,25,31,3,0,3,23
"5163",5163,2743.5,3,94,36,3,1,14,21
"5164",5164,3735.5,23,52,38,3,1,6,29
"5165",5165,3549,18,61,40,1,0,10,25
"5166",5166,4456,44,39,45,1,0,6,35
"5167",5167,4048,21,88,34,3,1,11,20
"5168",5168,2455,13,37,42,3,1,5,34
"5169",5169,4873,43,71,30,3,1,8,16
"5170",5170,3874.5,31,42,33,3,1,7,21
"5171",5171,3581,24,65,37,1,1,8,28
"5172",5172,4705,44,39,44,4,0,5,36
"5173",5173,2868.5,7,59,33,4,0,9,19
"5174",5174,3383,16,49,48,2,1,6,39
"5175",5175,5815.5,50,97,31,2,1,14,10
"5176",5176,3666,27,58,44,2,1,5,37
"5177",5177,3910.5,24,65,37,2,1,9,24
"5178",5178,5139,45,54,48,4,1,9,37
"5179",5179,4408.5,24,93,48,4,1,13,34
"5180",5180,3645,11,75,47,2,0,8,36
"5181",5181,4683,38,63,34,4,0,7,20
"5182",5182,2735.5,25,24,31,3,1,4,25
"5183",5183,4711.5,36,79,40,2,0,10,29
"5184",5184,3159,12,43,49,4,0,7,36
"5185",5185,5083,48,69,31,4,1,8,17
"5186",5186,3203,22,40,35,3,0,7,21
"5187",5187,4451.5,17,98,43,3,1,15,23
"5188",5188,4931.5,38,97,48,2,0,10,33
"5189",5189,5158,47,85,35,1,0,14,15
"5190",5190,2247,4,26,46,4,1,4,35
"5191",5191,2212.5,3,53,40,2,1,6,32
"5192",5192,3984.5,27,78,43,1,1,12,25
"5193",5193,5462.5,47,80,49,1,0,10,36
"5194",5194,3968,30,63,35,4,1,8,21
"5195",5195,4946,41,94,49,4,1,12,33
"5196",5196,2750,20,29,49,4,0,4,44
"5197",5197,2095,14,20,39,2,1,3,35
"5198",5198,4316,39,62,30,2,0,11,12
"5199",5199,3405,36,49,30,2,0,6,22
"5200",5200,3774.5,37,63,32,3,0,9,18
"5201",5201,5103.5,42,74,45,4,1,10,30
"5202",5202,3991,46,32,43,2,0,3,34
"5203",5203,3724,8,92,44,2,0,13,26
"5204",5204,3159,10,85,39,4,1,14,21
"5205",5205,4423.5,41,70,45,1,1,10,29
"5206",5206,3785,21,87,48,2,0,12,30
"5207",5207,3429,25,23,47,2,0,2,42
"5208",5208,2381,9,45,47,4,1,7,35
"5209",5209,4790,48,65,44,4,1,9,33
"5210",5210,5366.5,46,92,41,3,1,14,21
"5211",5211,2649,13,36,46,4,1,5,39
"5212",5212,5355.5,45,99,49,4,1,10,34
"5213",5213,2621,8,71,30,1,0,9,15
"5214",5214,4246.5,39,74,37,4,1,8,26
"5215",5215,4200.5,28,75,43,2,0,10,27
"5216",5216,2911,27,21,43,1,0,3,33
"5217",5217,3666,17,83,39,2,1,12,25
"5218",5218,3154.5,34,24,45,4,0,3,35
"5219",5219,3124.5,26,24,39,1,0,3,30
"5220",5220,4820,49,29,34,3,0,4,23
"5221",5221,3471,25,42,37,4,1,4,27
"5222",5222,3552,33,61,30,2,0,7,16
"5223",5223,4258.5,35,75,40,4,0,10,25
"5224",5224,4535.5,43,79,33,3,1,8,21
"5225",5225,3717.5,15,75,40,1,0,11,24
"5226",5226,3942,37,68,31,1,1,7,22
"5227",5227,3411.5,28,33,39,1,1,3,31
"5228",5228,3322,27,58,32,4,0,7,20
"5229",5229,4316,42,31,35,2,1,5,29
"5230",5230,3333.5,19,70,30,2,0,7,21
"5231",5231,4944,38,97,48,3,0,11,31
"5232",5232,3574.5,16,67,47,3,0,11,34
"5233",5233,5283,50,99,46,2,1,11,31
"5234",5234,3746.5,34,26,32,2,0,3,25
"5235",5235,5419,48,87,48,3,1,15,30
"5236",5236,2025.5,4,44,34,1,1,7,23
"5237",5237,2807,6,76,42,1,0,12,23
"5238",5238,3245,22,48,49,2,1,6,39
"5239",5239,3177.5,10,83,44,3,0,13,30
"5240",5240,4475,29,76,42,3,1,10,26
"5241",5241,3752.5,39,38,38,4,0,5,29
"5242",5242,2492.5,5,29,48,2,1,3,40
"5243",5243,3596.5,28,53,38,3,1,8,29
"5244",5244,3190,15,35,43,1,0,4,33
"5245",5245,4675,50,30,49,2,1,4,41
"5246",5246,4063,33,39,37,1,0,5,25
"5247",5247,2912,23,23,30,4,1,2,23
"5248",5248,3971.5,50,20,37,4,0,3,27
"5249",5249,3156.5,8,70,41,2,0,8,27
"5250",5250,3109,14,96,30,3,0,14,13
"5251",5251,2908,7,70,44,3,1,7,32
"5252",5252,4999.5,40,85,31,4,1,14,16
"5253",5253,2603.5,16,43,48,2,1,4,38
"5254",5254,3487.5,15,70,30,2,1,11,18
"5255",5255,1698.5,3,28,46,3,0,4,38
"5256",5256,2687,3,50,40,1,1,7,32
"5257",5257,3476.5,24,46,46,1,1,7,37
"5258",5258,4096,34,67,39,3,1,11,24
"5259",5259,3943,39,40,48,1,1,5,36
"5260",5260,5758.5,50,99,43,2,0,17,23
"5261",5261,3891.5,37,23,45,2,1,3,36
"5262",5262,4212.5,29,60,33,4,0,6,21
"5263",5263,3572,16,62,45,2,0,8,32
"5264",5264,4881.5,38,91,38,1,1,15,21
"5265",5265,2831.5,5,54,32,1,0,9,22
"5266",5266,3522,29,55,49,4,1,5,39
"5267",5267,2239.5,8,38,41,1,1,6,33
"5268",5268,3231,3,79,33,4,0,9,20
"5269",5269,3500,18,49,33,1,1,6,20
"5270",5270,3858.5,24,80,45,2,1,13,30
"5271",5271,3568.5,6,90,39,3,1,14,21
"5272",5272,2738,21,20,43,2,1,2,37
"5273",5273,4727.5,38,64,46,1,0,7,36
"5274",5274,4184.5,29,82,37,1,0,13,22
"5275",5275,5611.5,50,94,41,1,1,10,29
"5276",5276,3169,26,53,37,4,1,6,25
"5277",5277,4474.5,47,66,34,3,1,10,21
"5278",5278,2690.5,2,62,43,4,0,8,29
"5279",5279,3023.5,27,30,45,2,0,3,37
"5280",5280,3282,10,62,45,1,1,8,32
"5281",5281,3683,13,90,46,2,1,14,25
"5282",5282,2706.5,15,37,30,3,0,6,22
"5283",5283,4289,35,61,36,1,0,8,27
"5284",5284,2753.5,10,32,38,3,1,3,31
"5285",5285,3311,26,40,48,3,0,6,39
"5286",5286,3893.5,28,66,30,3,0,7,22
"5287",5287,4056.5,34,59,42,4,1,7,32
"5288",5288,3602.5,26,63,36,2,1,6,24
"5289",5289,3369,12,91,30,2,1,14,11
"5290",5290,2324.5,2,53,39,3,1,7,27
"5291",5291,3316.5,30,32,33,3,0,3,26
"5292",5292,3419.5,22,71,45,1,0,10,34
"5293",5293,4365.5,47,67,31,2,1,10,20
"5294",5294,3986,38,68,38,1,0,6,31
"5295",5295,4706,35,75,43,1,0,8,29
"5296",5296,4132.5,36,55,31,2,1,9,20
"5297",5297,3814,31,49,38,3,1,7,30
"5298",5298,4026,25,72,45,2,1,11,27
"5299",5299,3353.5,13,64,40,1,1,8,27
"5300",5300,4170,35,62,34,2,1,10,23
"5301",5301,3999.5,37,51,36,4,1,6,28
"5302",5302,5197,35,84,48,2,0,12,34
"5303",5303,4577,50,52,32,2,0,5,20
"5304",5304,2085,3,22,37,3,0,2,29
"5305",5305,3720,11,87,48,2,1,12,29
"5306",5306,3616.5,20,67,39,1,1,10,25
"5307",5307,4375.5,41,44,49,2,0,4,39
"5308",5308,4503.5,40,82,37,3,0,9,24
"5309",5309,4649,26,99,34,4,0,15,18
"5310",5310,3014.5,17,34,33,1,0,4,24
"5311",5311,3513,24,60,30,3,1,9,14
"5312",5312,5063.5,49,96,36,2,0,12,21
"5313",5313,4188.5,47,28,41,1,1,2,37
"5314",5314,4654,24,85,49,4,1,13,29
"5315",5315,3674.5,36,40,47,4,0,4,41
"5316",5316,3676.5,36,56,31,4,0,9,19
"5317",5317,4542,41,78,37,3,1,10,20
"5318",5318,3587,39,35,35,3,0,6,27
"5319",5319,2898.5,25,22,38,4,0,3,29
"5320",5320,3119,30,33,32,4,1,4,25
"5321",5321,3898.5,21,50,49,4,1,6,36
"5322",5322,3429,13,58,47,4,0,9,32
"5323",5323,3390.5,25,71,44,4,0,7,35
"5324",5324,5837.5,52,97,47,2,0,13,33
"5325",5325,3144,8,92,44,2,0,11,26
"5326",5326,3418,23,81,36,3,1,10,20
"5327",5327,4196,49,29,36,3,0,5,29
"5328",5328,3268.5,25,58,40,2,0,5,31
"5329",5329,4810.5,50,52,48,2,0,8,39
"5330",5330,3937,34,46,34,4,1,6,21
"5331",5331,4552.5,35,79,48,2,0,10,31
"5332",5332,2936,5,94,32,4,1,12,15
"5333",5333,1825.5,3,41,44,3,1,5,35
